-0.42296454	-0.4291584	-0.4911404	-0.34393445	-0.3718012	-0.2072706	-0.27944148	0.39842707	-0.25537357	-0.38649857	0.4024706	0.020413345	0.21048811	0.11046462	0.32707334	-0.18631643
-0.4941759	-0.44211906	-0.5524577	-0.46676385	-0.3762955	-0.09720084	-0.28130397	0.44428885	-0.29604423	-0.4296486	0.43341964	0.004860333	0.2332337	0.20950305	0.44219136	-0.21953602
-0.3753851	-0.35823804	-0.39321846	-0.33491182	-0.16744371	-0.09240525	-0.2771381	0.35893255	-0.27299693	-0.37291348	0.3839085	-0.04050212	0.21673702	0.16874902	0.3506107	-0.18658826
-0.4271431	-0.4233319	-0.51316303	-0.40681705	-0.16674621	-0.029720165	-0.34778774	0.44137043	-0.34581268	-0.40547004	0.4821699	-0.14496881	0.28415358	0.2262471	0.45247298	-0.25528145
-0.24111368	-0.2809441	-0.31883013	-0.3015275	-0.23533355	-0.10168209	-0.15689977	0.2785008	-0.21804553	-0.27788106	0.270186	0.005556533	0.12820902	0.11531516	0.31649876	-0.1426404
-0.31985453	-0.39185616	-0.3656955	-0.3315762	-0.15672189	-0.012632212	-0.2643286	0.33585697	-0.24551983	-0.3332827	0.36425015	-0.09381483	0.17880605	0.12848002	0.37762913	-0.2243204
-0.30923188	-0.38325417	-0.4202334	-0.2983798	-0.14296557	-0.028574914	-0.29648727	0.32696566	-0.2573296	-0.40395054	0.3486197	-0.12826087	0.23282912	0.22927213	0.30875486	-0.21105759
-0.1808422	-0.16730055	-0.26235563	-0.19503035	-0.19678344	-0.08065726	-0.1669426	0.17043595	-0.09195753	-0.19439219	0.13827187	0.06777692	0.12525311	-0.0053430395	0.21919493	-0.07982873
-0.26188374	-0.2605528	-0.27718636	-0.20640877	-0.13203612	-0.07280398	-0.23162752	0.21796744	-0.14923063	-0.24007237	0.2040003	-0.024403397	0.11018332	0.08985754	0.24301665	-0.17396279
-0.06798609	-0.11782176	-0.09164976	-0.094219185	-0.31675014	-0.2962691	0.019110586	0.12362265	-0.031968098	-0.0890407	0.047120854	0.17005967	0.045600846	-0.06166509	0.11864282	0.06757957
